1,0.001199,1,0
2,0.001157,2,0
3,0.000924,3,0
4,0.001028,4,0
5,0.001154,1,0
6,0.001359,2,0
7,0.00144,3,0
8,0.001561,4,0
9,0.001693,5,0
10,0.001972,1,0
11,0.002075,2,0
12,0.002244,3,0
13,0.002413,4,0
14,0.002473,5,0
15,0.002582,2,0
16,0.002645,3,0
17,0.002795,4,0
18,0.003031,5,0
19,0.003051,6,0
20,0.003087,2,0
21,0.003286,3,0
22,0.003416,4,0
23,0.003485,5,0
24,0.003653,6,0
25,0.003812,1,0
26,0.003902,2,0
27,0.004041,3,0
28,0.004203,4,0
29,0.00441,5,0
30,0.004521,2,0
31,0.004631,3,0
32,0.004754,4,0
33,0.004946,5,0
34,0.005034,6,0
35,0.005284,2,0
36,0.00531,3,0
37,0.005451,4,0
38,0.005517,5,0
39,0.005707,6,0
40,0.005901,3,0
41,0.006039,4,0
42,0.006326,5,0
43,0.006285,6,0
44,0.006493,7,0
45,0.006471,3,0
46,0.006702,4,0
47,0.006747,5,0
48,0.006862,6,0
49,0.007011,7,0
50,0.007206,1,0
51,0.007328,2,0
52,0.007416,3,0
53,0.007669,4,0
54,0.007925,5,0
55,0.007875,2,0
56,0.00802,3,0
57,0.008195,4,0
58,0.010068,5,0
59,0.008531,6,0
60,0.008657,2,0
61,0.008829,3,0
62,0.00901,4,0
63,0.009098,5,0
64,0.009197,6,0
65,0.00942,3,0
66,0.009513,4,0
67,0.009578,5,0
68,0.009781,6,0
69,0.009875,7,0
70,0.010299,3,0
71,0.010072,4,0
72,0.010216,5,0
73,0.01042,6,0
74,0.010641,7,0
75,0.010689,2,0
76,0.010902,3,0
77,0.010917,4,0
78,0.011252,5,0
79,0.011218,6,0
80,0.011363,3,0
81,0.011465,4,0
82,0.01169,5,0
83,0.011659,6,0
84,0.012001,7,0
85,0.012016,3,0
86,0.013623,4,0
87,0.012391,5,0
88,0.012481,6,0
89,0.012544,7,0
90,0.012658,4,0
91,0.012862,5,0
92,0.012953,6,0
93,0.013099,7,0
94,0.013332,8,0
95,0.013463,4,0
96,0.013592,5,0
97,0.013736,6,0
98,0.013856,7,0
99,0.013945,8,0
100,0.01408,1,0
101,0.014195,2,0
102,0.014432,3,0
103,0.014521,4,0
104,0.014699,5,0
105,0.014773,2,0
106,0.016405,3,0
107,0.015203,4,0
108,0.015274,5,0
109,0.015433,6,0
110,0.015746,2,0
111,0.015729,3,0
112,0.015994,4,0
113,0.016074,5,0
114,0.016234,6,0
115,0.016363,3,0
116,0.023734,4,0
117,0.01679,5,0
118,0.018608,6,0
119,0.017008,7,0
120,0.017135,3,0
121,0.017234,4,0
122,0.01743,5,0
123,0.017478,6,0
124,0.017807,7,0
125,0.017817,2,0
126,0.018017,3,0
127,0.018196,4,0
128,0.018256,5,0
129,0.018355,6,0
130,0.019971,3,0
131,0.018827,4,0
132,0.018809,5,0
133,0.019013,6,0
134,0.019266,7,0
135,0.019424,3,0
136,0.019517,4,0
137,0.019477,5,0
138,0.025128,6,0
139,0.019941,7,0
140,0.019968,4,0
141,0.020198,5,0
142,0.020502,6,0
143,0.020507,7,0
144,0.020736,8,0
145,0.020818,4,0
146,0.02103,5,0
147,0.021253,6,0
148,0.021308,7,0
149,0.021501,8,0
150,0.021672,2,0
151,0.021792,3,0
152,0.022004,4,0
153,0.022071,5,0
154,0.022314,6,0
155,0.022298,3,0
156,0.022591,4,0
157,0.022737,5,0
158,0.024376,6,0
159,0.023012,7,0
160,0.023183,3,0
161,0.023221,4,0
162,0.023442,5,0
163,0.023493,6,0
164,0.023615,7,0
165,0.023823,4,0
166,0.025646,5,0
167,0.024228,6,0
168,0.024255,7,0
169,0.024565,8,0
170,0.024591,4,0
171,0.024732,5,0
172,0.024907,6,0
173,0.025074,7,0
174,0.026408,8,0
175,0.025438,3,0
176,0.025514,4,0
177,0.025662,5,0
178,0.025819,6,0
179,0.025932,7,0
180,0.026022,4,0
181,0.02612,5,0
182,0.026522,6,0
183,0.026632,7,0
184,0.026694,8,0
185,0.026786,4,0
186,0.026999,5,0
187,0.027175,6,0
188,0.027284,7,0
189,0.027462,8,0
190,0.027674,5,0
191,0.0277,6,0
192,0.027988,7,0
193,0.02793,8,0
194,0.030661,9,0
195,0.028329,5,0
196,0.028466,6,0
197,0.028387,7,0
198,0.028821,8,0
199,0.028805,9,0
200,0.028873,2,0
-1, 5.22469,0 , 0
