1,0.000877,1,0
2,0.000607,2,0
3,0.00047,3,0
4,0.000526,4,0
5,0.000532,5,0
6,0.000516,6,0
7,0.000576,7,0
8,0.000522,8,0
9,0.000528,9,0
10,0.000403,1,0
11,0.000438,2,0
12,0.000477,3,0
13,0.000492,4,0
14,0.000469,5,0
15,0.000479,6,0
16,0.000506,7,0
17,0.00051,8,0
18,0.00053,9,0
19,0.000539,10,0
20,0.000398,2,0
21,0.000506,3,0
22,0.000509,4,0
23,0.000491,5,0
24,0.00051,6,0
25,0.000334,1,0
26,0.00047,2,0
27,0.000455,3,0
28,0.000545,4,0
29,0.000467,5,0
30,0.000466,6,0
31,0.000504,7,0
32,0.000522,8,0
33,0.000541,9,0
34,0.000568,10,0
35,0.000401,2,0
36,0.00044,3,0
37,0.000514,4,0
38,0.000502,5,0
39,0.000513,6,0
40,0.000505,7,0
41,0.000539,8,0
42,0.000558,9,0
43,0.000556,10,0
44,0.000589,11,0
45,0.00042,3,0
46,0.000469,4,0
47,0.000485,5,0
48,0.000484,6,0
49,0.0005,7,0
50,0.000356,2,0
51,0.000474,3,0
52,0.00047,4,0
53,0.000506,5,0
54,0.000508,6,0
55,0.0005,7,0
56,0.000523,8,0
57,0.000538,9,0
58,0.000532,10,0
59,0.000535,11,0
60,0.000401,3,0
61,0.00047,4,0
62,0.000466,5,0
63,0.000533,6,0
64,0.000479,7,0
65,0.000495,8,0
66,0.000512,9,0
67,0.00055,10,0
68,0.000635,11,0
69,0.000637,12,0
70,0.000468,4,0
71,0.000464,5,0
72,0.000528,6,0
73,0.000522,7,0
74,0.000508,8,0
75,0.000395,3,0
76,0.000499,4,0
77,0.000466,5,0
78,0.000501,6,0
79,0.000479,7,0
80,0.000523,8,0
81,0.000541,9,0
82,0.000536,10,0
83,0.000624,11,0
84,0.000577,12,0
85,0.000444,4,0
86,0.00047,5,0
87,0.000486,6,0
88,0.000528,7,0
89,0.000515,8,0
90,0.000559,9,0
91,0.000545,10,0
92,0.000543,11,0
93,0.000567,12,0
94,0.000575,13,0
95,0.00043,5,0
96,0.000497,6,0
97,0.000546,7,0
98,0.000548,8,0
99,0.000549,9,0
100,0.000396,4,0
101,0.000546,5,0
102,0.000506,6,0
103,0.000509,7,0
104,0.000523,8,0
105,0.000559,9,0
106,0.000576,10,0
107,0.000552,11,0
108,0.000585,12,0
109,0.000604,13,0
110,0.000422,5,0
111,0.000521,6,0
112,0.000522,7,0
113,0.000588,8,0
114,0.000546,9,0
115,0.000604,10,0
116,0.000632,11,0
117,0.000592,12,0
118,0.000616,13,0
119,0.000632,14,0
120,0.000461,6,0
121,0.00052,7,0
122,0.00056,8,0
123,0.000568,9,0
124,0.000558,10,0
125,0.000679,5,0
126,0.000718,6,0
127,0.000576,7,0
128,0.000563,8,0
129,0.000556,9,0
130,0.000542,10,0
131,0.00058,11,0
132,0.000604,12,0
133,0.000613,13,0
134,0.000671,14,0
135,0.000465,6,0
136,0.000497,7,0
137,0.00054,8,0
138,0.000565,9,0
139,0.00057,10,0
140,0.0006,11,0
141,0.000625,12,0
142,0.000622,13,0
143,0.000604,14,0
144,0.000642,15,0
145,0.000457,7,0
146,0.000541,8,0
147,0.000574,9,0
148,0.00054,10,0
149,0.000631,11,0
150,0.000415,6,0
151,0.000526,7,0
152,0.000557,8,0
153,0.000526,9,0
154,0.000561,10,0
155,0.000577,11,0
156,0.000578,12,0
157,0.000573,13,0
158,0.00064,14,0
159,0.000665,15,0
160,0.000494,7,0
161,0.000531,8,0
162,0.000591,9,0
163,0.000596,10,0
164,0.000604,11,0
165,0.00057,12,0
166,0.000581,13,0
167,0.000643,14,0
168,0.00061,15,0
169,0.000668,16,0
170,0.000505,8,0
171,0.000565,9,0
172,0.000592,10,0
173,0.000561,11,0
174,0.00061,12,0
175,0.000418,7,0
176,0.000547,8,0
177,0.000539,9,0
178,0.000571,10,0
179,0.000594,11,0
180,0.000591,12,0
181,0.000637,13,0
182,0.000635,14,0
183,0.000677,15,0
184,0.000683,16,0
185,0.000535,8,0
186,0.000558,9,0
187,0.000655,10,0
188,0.000574,11,0
189,0.000672,12,0
190,0.000612,13,0
191,0.000611,14,0
192,0.000635,15,0
193,0.000721,16,0
194,0.000665,17,0
195,0.000508,9,0
196,0.000566,10,0
197,0.000586,11,0
198,0.000608,12,0
199,0.000608,13,0
200,0.000436,8,0
-1, 0.61348,0 , 0
