1,0.009164,1,0
2,0.010189,2,0
3,0.007734,3,0
4,0.008406,4,0
5,0.009189,1,0
6,0.011717,2,0
7,0.014542,3,0
8,0.017673,4,0
9,0.023389,5,0
10,0.026139,1,0
11,0.038129,2,0
12,0.04884,3,0
13,0.061999,4,0
14,0.085031,5,0
15,0.112519,2,0
16,0.148518,3,0
17,0.199085,4,0
18,0.269988,5,0
19,0.365813,6,0
20,0.52685,2,0
21,0.667721,3,0
22,0.910446,4,0
23,1.23467,5,0
24,1.70216,6,0
25,2.24963,1,0
26,3.38154,2,0
27,3.50124,3,0
28,2.40367,4,0
29,2.98165,5,0
30,3.07369,2,0
31,3.5439,3,0
32,4.29887,4,0
33,4.35759,5,0
34,5.20821,6,0
35,6.34189,2,0
36,7.54068,3,0
37,10.2024,4,0
38,13.6358,5,0
39,18.2794,6,0
40,25.1749,3,0
-1, 125.414,0 , 0
