1,0.001187,1,0
2,0.000944,2,0
3,0.000825,3,0
4,0.000868,4,0
5,0.000974,5,0
6,0.001042,6,0
7,0.00114,7,0
8,0.001197,8,0
9,0.001281,9,0
10,0.001301,1,0
11,0.001396,2,0
12,0.001478,3,0
13,0.001519,4,0
14,0.001568,5,0
15,0.001688,6,0
16,0.001787,7,0
17,0.001917,8,0
18,0.001937,9,0
19,0.002009,10,0
20,0.001999,2,0
21,0.002118,3,0
22,0.002212,4,0
23,0.002316,5,0
24,0.002402,6,0
25,0.002433,1,0
26,0.002531,2,0
27,0.002638,3,0
28,0.002684,4,0
29,0.002824,5,0
30,0.002987,3,0
31,0.002987,4,0
32,0.003094,5,0
33,0.003147,6,0
34,0.003221,7,0
35,0.003213,2,0
36,0.003356,3,0
37,0.003624,4,0
38,0.003483,5,0
39,0.003676,6,0
40,0.00369,4,0
41,0.003764,5,0
42,0.003826,6,0
43,0.0039,7,0
44,0.00408,8,0
45,0.004108,3,0
46,0.004184,4,0
47,0.004238,5,0
48,0.004333,6,0
49,0.004389,7,0
50,0.004477,2,0
51,0.004601,3,0
52,0.004637,4,0
53,0.004776,5,0
54,0.004958,6,0
55,0.004938,4,0
56,0.005019,5,0
57,0.005083,6,0
58,0.005177,7,0
59,0.005244,8,0
60,0.005386,3,0
61,0.0054,4,0
62,0.00557,5,0
63,0.005587,6,0
64,0.005712,7,0
65,0.005772,5,0
66,0.005835,6,0
67,0.005925,7,0
68,0.006075,8,0
69,0.006108,9,0
70,0.006176,4,0
71,0.006243,5,0
72,0.006367,6,0
73,0.006512,7,0
74,0.006499,8,0
75,0.006564,3,0
76,0.006721,4,0
77,0.006739,5,0
78,0.006826,6,0
79,0.006991,7,0
80,0.006997,5,0
81,0.00709,6,0
82,0.007203,7,0
83,0.0073,8,0
84,0.007407,9,0
85,0.007368,4,0
86,0.00748,5,0
87,0.007639,6,0
88,0.007659,7,0
89,0.007786,8,0
90,0.007889,6,0
91,0.007943,7,0
92,0.008069,8,0
93,0.008128,9,0
94,0.008356,10,0
95,0.008231,5,0
96,0.008388,6,0
97,0.008519,7,0
98,0.00848,8,0
99,0.008674,9,0
100,0.008643,4,0
101,0.008816,5,0
102,0.008906,6,0
103,0.00888,7,0
104,0.009078,8,0
105,0.009062,6,0
106,0.009191,7,0
107,0.009264,8,0
108,0.009345,9,0
109,0.009445,10,0
110,0.009496,5,0
111,0.009571,6,0
112,0.009812,7,0
113,0.009808,8,0
114,0.00997,9,0
115,0.009938,7,0
116,0.01016,8,0
117,0.010034,9,0
118,0.010328,10,0
119,0.010247,11,0
120,0.010295,6,0
121,0.010426,7,0
122,0.010523,8,0
123,0.010525,9,0
124,0.010729,10,0
125,0.010731,5,0
126,0.010769,6,0
127,0.010977,7,0
128,0.010935,8,0
129,0.011088,9,0
130,0.01124,7,0
131,0.011347,8,0
132,0.011315,9,0
133,0.011504,10,0
134,0.011655,11,0
135,0.01158,6,0
136,0.011673,7,0
137,0.011835,8,0
138,0.011725,9,0
139,0.011907,10,0
140,0.012143,8,0
141,0.012069,9,0
142,0.012213,10,0
143,0.012335,11,0
144,0.012369,12,0
145,0.012577,7,0
146,0.01244,8,0
147,0.012653,9,0
148,0.012657,10,0
149,0.012737,11,0
150,0.012831,6,0
151,0.012927,7,0
152,0.013085,8,0
153,0.013165,9,0
154,0.013265,10,0
155,0.013201,8,0
156,0.013421,9,0
157,0.013352,10,0
158,0.013636,11,0
159,0.013583,12,0
160,0.013805,7,0
161,0.01377,8,0
162,0.013954,9,0
163,0.013908,10,0
164,0.013995,11,0
165,0.014095,9,0
166,0.014112,10,0
167,0.01432,11,0
168,0.014377,12,0
169,0.014464,13,0
170,0.014467,8,0
171,0.014544,9,0
172,0.014664,10,0
173,0.014865,11,0
174,0.014841,12,0
175,0.014991,7,0
176,0.015026,8,0
177,0.015019,9,0
178,0.015122,10,0
179,0.01521,11,0
180,0.015495,9,0
181,0.015474,10,0
182,0.015557,11,0
183,0.0156,12,0
184,0.01577,13,0
185,0.015689,8,0
186,0.01582,9,0
187,0.015975,10,0
188,0.016071,11,0
189,0.016245,12,0
190,0.016185,10,0
191,0.01637,11,0
192,0.016337,12,0
193,0.016386,13,0
194,0.016481,14,0
195,0.016623,9,0
196,0.016783,10,0
197,0.016744,11,0
198,0.016888,12,0
199,0.017069,13,0
200,0.017045,8,0
-1, 3.55842,0 , 0
